Id_hecho,VICTIMA,SEXO,EDAD,GRAVEDAD
LC-2019-0261588,SIN DATO,FEMENINO,35,SIN DATO
LC-2019-0350075,SIN DATO,MASCULINO,42,SIN DATO
LC-2019-0248666,SIN DATO,MASCULINO,22,SIN DATO
LC-2019-0248740,SIN DATO,MASCULINO,52,SIN DATO
LC-2019-0248827,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0248827,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0248827,SIN DATO,MASCULINO,40,SIN DATO
LC-2019-0248887,SIN DATO,MASCULINO,42,SIN DATO
LC-2019-0249073,SIN DATO,FEMENINO,30,SIN DATO
LC-2019-0249074,SIN DATO,MASCULINO,54,SIN DATO
LC-2019-0249074,SIN DATO,FEMENINO,54,SIN DATO
LC-2019-0249269,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0249469,SIN DATO,MASCULINO,19,SIN DATO
LC-2019-0249843,SIN DATO,MASCULINO,42,SIN DATO
LC-2019-0249895,SIN DATO,MASCULINO,32,SIN DATO
LC-2019-0249950,SIN DATO,FEMENINO,22,SIN DATO
LC-2019-0249982,SIN DATO,MASCULINO,25,SIN DATO
LC-2019-0249982,SIN DATO,MASCULINO,25,SIN DATO
LC-2019-0249997,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0249997,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0249997,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0250015,SIN DATO,FEMENINO,86,SIN DATO
LC-2019-0250034,SIN DATO,FEMENINO,44,SIN DATO
LC-2019-0250055,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0250292,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2019-0250305,SIN DATO,MASCULINO,31,SIN DATO
LC-2019-0250693,SIN DATO,MASCULINO,61,SIN DATO
LC-2019-0250903,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0251041,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0251087,SIN DATO,FEMENINO,44,SIN DATO
LC-2019-0251207,SIN DATO,FEMENINO,43,SIN DATO
LC-2019-0251314,SIN DATO,FEMENINO,38,SIN DATO
LC-2019-0251351,SIN DATO,MASCULINO,42,SIN DATO
LC-2019-0251492,SIN DATO,FEMENINO,42,SIN DATO
LC-2019-0251530,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0251541,SIN DATO,MASCULINO,52,SIN DATO
LC-2019-0251547,SIN DATO,FEMENINO,70,SIN DATO
LC-2019-0251581,SIN DATO,FEMENINO,52,SIN DATO
LC-2019-0251581,SIN DATO,FEMENINO,52,SIN DATO
LC-2019-0251582,SIN DATO,MASCULINO,24,SIN DATO
LC-2019-0251794,SIN DATO,MASCULINO,73,SIN DATO
LC-2019-0252949,SIN DATO,FEMENINO,44,SIN DATO
LC-2019-0252949,SIN DATO,FEMENINO,44,SIN DATO
LC-2019-0252949,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0262733,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0293833,SIN DATO,MASCULINO,20,SIN DATO
LC-2019-0315055,SIN DATO,MASCULINO,26,SIN DATO
LC-2019-0252104,SIN DATO,FEMENINO,45,SIN DATO
LC-2019-0252129,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0252503,SIN DATO,MASCULINO,25,SIN DATO
LC-2019-0252718,SIN DATO,FEMENINO,30,SIN DATO
LC-2019-0252778,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2019-0252833,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0252900,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0253000,SIN DATO,MASCULINO,75,SIN DATO
LC-2019-0253036,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0253235,SIN DATO,MASCULINO,24,SIN DATO
LC-2019-0253571,SIN DATO,MASCULINO,27,SIN DATO
LC-2019-0253778,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0253909,SIN DATO,MASCULINO,32,SIN DATO
LC-2019-0253965,SIN DATO,MASCULINO,44,SIN DATO
LC-2019-0254085,SIN DATO,MASCULINO,49,SIN DATO
LC-2019-0254236,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0254326,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0254424,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0254492,SIN DATO,MASCULINO,20,SIN DATO
LC-2019-0254556,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0254630,SIN DATO,MASCULINO,36,SIN DATO
LC-2019-0254645,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0254653,SIN DATO,MASCULINO,47,SIN DATO
LC-2019-0254660,SIN DATO,MASCULINO,24,SIN DATO
LC-2019-0256664,SIN DATO,FEMENINO,42,SIN DATO
LC-2019-0259582,SIN DATO,MASCULINO,69,SIN DATO
LC-2019-0260064,SIN DATO,FEMENINO,33,SIN DATO
LC-2019-0261739,SIN DATO,MASCULINO,2,SIN DATO
LC-2019-0254743,SIN DATO,MASCULINO,25,SIN DATO
LC-2019-0254743,SIN DATO,FEMENINO,25,SIN DATO
LC-2019-0255642,SIN DATO,MASCULINO,36,SIN DATO
LC-2019-0255721,SIN DATO,MASCULINO,47,SIN DATO
LC-2019-0255721,SIN DATO,FEMENINO,47,SIN DATO
LC-2019-0255782,SIN DATO,MASCULINO,23,SIN DATO
LC-2019-0255822,SIN DATO,MASCULINO,22,SIN DATO
LC-2019-0255863,SIN DATO,MASCULINO,50,SIN DATO
LC-2019-0255925,SIN DATO,MASCULINO,49,SIN DATO
LC-2019-0256125,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0256210,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0256300,SIN DATO,MASCULINO,27,SIN DATO
LC-2019-0256300,SIN DATO,FEMENINO,27,SIN DATO
LC-2019-0256300,SIN DATO,MASCULINO,47,SIN DATO
LC-2019-0256359,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0256534,SIN DATO,MASCULINO,6,SIN DATO
LC-2019-0256652,SIN DATO,MASCULINO,23,SIN DATO
LC-2019-0799867,SIN DATO,MASCULINO,38,SIN DATO
LC-2019-0256955,SIN DATO,MASCULINO,30,SIN DATO
LC-2019-0256955,SIN DATO,FEMENINO,30,SIN DATO
LC-2019-0257143,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0257156,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0257166,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0257188,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0257390,SIN DATO,FEMENINO,23,SIN DATO
LC-2019-0257406,SIN DATO,MASCULINO,32,SIN DATO
LC-2019-0257439,SIN DATO,FEMENINO,48,SIN DATO
LC-2019-0257447,SIN DATO,FEMENINO,61,SIN DATO
LC-2019-0257447,SIN DATO,FEMENINO,61,SIN DATO
LC-2019-0257478,SIN DATO,MASCULINO,34,SIN DATO
LC-2019-0257489,SIN DATO,MASCULINO,35,SIN DATO
LC-2019-0257495,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0257495,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0257495,SIN DATO,FEMENINO,34,SIN DATO
LC-2019-0257495,SIN DATO,FEMENINO,34,SIN DATO
LC-2019-0257495,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0269852,SIN DATO,FEMENINO,34,SIN DATO
LC-2019-0294187,SIN DATO,FEMENINO,41,SIN DATO
LC-2019-0340042,SIN DATO,FEMENINO,43,SIN DATO
LC-2019-0340042,SIN DATO,FEMENINO,43,SIN DATO
LC-2019-0257739,SIN DATO,MASCULINO,43,SIN DATO
LC-2019-0257831,SIN DATO,MASCULINO,22,SIN DATO
LC-2019-0257831,SIN DATO,MASCULINO,22,SIN DATO
LC-2019-0257919,SIN DATO,FEMENINO,34,SIN DATO
LC-2019-0257919,SIN DATO,MASCULINO,34,SIN DATO
LC-2019-0258124,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0258240,SIN DATO,FEMENINO,42,SIN DATO
LC-2019-0258350,SIN DATO,MASCULINO,47,SIN DATO
LC-2019-0258376,SIN DATO,MASCULINO,71,SIN DATO
LC-2019-0258416,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0258416,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0258435,SIN DATO,MASCULINO,26,SIN DATO
LC-2019-0258502,SIN DATO,MASCULINO,30,SIN DATO
LC-2019-0258600,SIN DATO,MASCULINO,28,SIN DATO
LC-2019-0258602,SIN DATO,MASCULINO,25,SIN DATO
LC-2019-0258603,SIN DATO,MASCULINO,30,SIN DATO
LC-2019-0258713,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0258728,SIN DATO,MASCULINO,42,SIN DATO
LC-2019-0258732,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0258819,SIN DATO,MASCULINO,25,SIN DATO
LC-2019-0259234,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0259234,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0259309,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0259389,SIN DATO,MASCULINO,46,SIN DATO
LC-2019-0259512,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0259534,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0259607,SIN DATO,MASCULINO,32,SIN DATO
LC-2019-0259646,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0259677,SIN DATO,MASCULINO,8,SIN DATO
LC-2019-0259677,SIN DATO,MASCULINO,8,SIN DATO
LC-2019-0259735,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2019-0259805,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0259958,SIN DATO,MASCULINO,36,SIN DATO
LC-2019-0260001,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0260119,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0260243,SIN DATO,MASCULINO,59,SIN DATO
LC-2019-0260274,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0260284,SIN DATO,FEMENINO,55,SIN DATO
LC-2019-0262299,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0260599,SIN DATO,MASCULINO,33,SIN DATO
LC-2019-0260760,SIN DATO,FEMENINO,53,SIN DATO
LC-2019-0260896,SIN DATO,MASCULINO,63,SIN DATO
LC-2019-0260958,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0260979,SIN DATO,FEMENINO,31,SIN DATO
LC-2019-0261008,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2019-0261038,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0261185,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0261185,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0261247,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0261316,SIN DATO,MASCULINO,33,SIN DATO
LC-2019-0261328,SIN DATO,MASCULINO,24,SIN DATO
LC-2019-0261401,SIN DATO,FEMENINO,51,SIN DATO
LC-2019-0261471,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0261513,SIN DATO,FEMENINO,19,SIN DATO
LC-2019-0261622,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0261805,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0432015,SIN DATO,FEMENINO,34,SIN DATO
LC-2019-0261869,SIN DATO,MASCULINO,35,SIN DATO
LC-2019-0261941,SIN DATO,FEMENINO,22,SIN DATO
LC-2019-0262080,SIN DATO,MASCULINO,21,SIN DATO
LC-2019-0262109,SIN DATO,MASCULINO,27,SIN DATO
LC-2019-0262114,SIN DATO,FEMENINO,17,SIN DATO
LC-2019-0262162,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0262186,SIN DATO,FEMENINO,38,SIN DATO
LC-2019-0262191,SIN DATO,MASCULINO,25,SIN DATO
LC-2019-0482210,SIN DATO,FEMENINO,37,SIN DATO
LC-2019-0262276,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0262349,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2019-0262388,SIN DATO,MASCULINO,38,SIN DATO
LC-2019-0262534,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0262627,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0262633,SIN DATO,FEMENINO,59,SIN DATO
LC-2019-0262643,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0262669,SIN DATO,MASCULINO,56,SIN DATO
LC-2019-0262669,SIN DATO,FEMENINO,56,SIN DATO
LC-2019-0262741,SIN DATO,MASCULINO,51,SIN DATO
LC-2019-0262821,SIN DATO,MASCULINO,81,SIN DATO
LC-2019-0262837,SIN DATO,MASCULINO,23,SIN DATO
LC-2019-0262856,SIN DATO,MASCULINO,22,SIN DATO
LC-2019-0262889,SIN DATO,FEMENINO,39,SIN DATO
LC-2019-0262904,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0262912,SIN DATO,FEMENINO,50,SIN DATO
LC-2019-0262920,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0262925,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0262949,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0264956,SIN DATO,MASCULINO,38,SIN DATO
LC-2019-0266793,SIN DATO,FEMENINO,82,SIN DATO
LC-2019-0267488,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0262955,SIN DATO,MASCULINO,42,SIN DATO
LC-2019-0263016,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0263016,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0263093,SIN DATO,FEMENINO,30,SIN DATO
LC-2019-0263278,SIN DATO,MASCULINO,25,SIN DATO
LC-2019-0263326,SIN DATO,MASCULINO,25,SIN DATO
LC-2019-0263361,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0263361,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0263414,SIN DATO,FEMENINO,5,SIN DATO
LC-2019-0263516,SIN DATO,FEMENINO,37,SIN DATO
LC-2019-0263516,SIN DATO,FEMENINO,37,SIN DATO
LC-2019-0263575,SIN DATO,FEMENINO,24,SIN DATO
LC-2019-0263576,SIN DATO,MASCULINO,20,SIN DATO
LC-2019-0263631,SIN DATO,MASCULINO,75,SIN DATO
LC-2019-0263675,SIN DATO,FEMENINO,55,SIN DATO
LC-2019-0263675,SIN DATO,MASCULINO,55,SIN DATO
LC-2019-0263838,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0263838,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0263922,SIN DATO,MASCULINO,47,SIN DATO
LC-2019-0264037,SIN DATO,MASCULINO,49,SIN DATO
LC-2019-0264057,SIN DATO,MASCULINO,41,SIN DATO
LC-2019-0264085,SIN DATO,FEMENINO,62,SIN DATO
LC-2019-0264125,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2019-0264269,SIN DATO,MASCULINO,24,SIN DATO
LC-2019-0264337,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0264461,SIN DATO,FEMENINO,44,SIN DATO
LC-2019-0267021,SIN DATO,MASCULINO,36,SIN DATO
LC-2019-0264477,SIN DATO,FEMENINO,28,SIN DATO
LC-2019-0264584,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0264596,SIN DATO,FEMENINO,36,SIN DATO
LC-2019-0264655,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0264699,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0264713,SIN DATO,MASCULINO,27,SIN DATO
LC-2019-0264713,SIN DATO,MASCULINO,27,SIN DATO
LC-2019-0264737,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0264745,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0264970,SIN DATO,MASCULINO,41,SIN DATO
LC-2019-0265027,SIN DATO,FEMENINO,43,SIN DATO
LC-2019-0265036,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0265202,SIN DATO,MASCULINO,26,SIN DATO
LC-2019-0265211,SIN DATO,FEMENINO,29,SIN DATO
LC-2019-0265211,SIN DATO,FEMENINO,29,SIN DATO
LC-2019-0265402,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0265467,SIN DATO,FEMENINO,19,SIN DATO
LC-2019-0265470,SIN DATO,MASCULINO,28,SIN DATO
LC-2019-0265533,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0265620,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2019-0265620,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0283329,SIN DATO,MASCULINO,68,SIN DATO
LC-2019-0264686,SIN DATO,MASCULINO,27,SIN DATO
LC-2019-0265631,SIN DATO,MASCULINO,27,SIN DATO
LC-2019-0266055,SIN DATO,MASCULINO,51,SIN DATO
LC-2019-0266074,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0266103,SIN DATO,FEMENINO,67,SIN DATO
LC-2019-0266420,SIN DATO,FEMENINO,47,SIN DATO
LC-2019-0266420,SIN DATO,FEMENINO,47,SIN DATO
LC-2019-0266487,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0266584,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0266602,SIN DATO,FEMENINO,19,SIN DATO
LC-2019-0266692,SIN DATO,MASCULINO,28,SIN DATO
LC-2019-0266960,SIN DATO,FEMENINO,43,SIN DATO
LC-2019-0266960,SIN DATO,FEMENINO,43,SIN DATO
LC-2019-0267003,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0267054,SIN DATO,MASCULINO,23,SIN DATO
LC-2019-0267095,SIN DATO,MASCULINO,41,SIN DATO
LC-2019-0267160,SIN DATO,MASCULINO,58,SIN DATO
LC-2019-0267216,SIN DATO,MASCULINO,27,SIN DATO
LC-2019-0267270,SIN DATO,MASCULINO,47,SIN DATO
LC-2019-0267374,SIN DATO,MASCULINO,30,SIN DATO
LC-2019-0267409,SIN DATO,FEMENINO,39,SIN DATO
LC-2019-0267446,SIN DATO,MASCULINO,52,SIN DATO
LC-2019-0267478,SIN DATO,FEMENINO,60,SIN DATO
LC-2019-0267664,SIN DATO,MASCULINO,46,SIN DATO
LC-2019-0267739,SIN DATO,FEMENINO,57,SIN DATO
LC-2019-0267769,SIN DATO,MASCULINO,13,SIN DATO
LC-2019-0267817,SIN DATO,MASCULINO,17,SIN DATO
LC-2019-0267873,SIN DATO,MASCULINO,47,SIN DATO
LC-2019-0267896,SIN DATO,FEMENINO,26,SIN DATO
LC-2019-0267900,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0268008,SIN DATO,FEMENINO,33,SIN DATO
LC-2019-0268008,SIN DATO,FEMENINO,33,SIN DATO
LC-2019-0268037,SIN DATO,FEMENINO,46,SIN DATO
LC-2019-0268042,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0268226,SIN DATO,MASCULINO,32,SIN DATO
LC-2019-0268231,SIN DATO,MASCULINO,19,SIN DATO
LC-2019-0268255,SIN DATO,MASCULINO,42,SIN DATO
LC-2019-0268443,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0270324,SIN DATO,MASCULINO,35,SIN DATO
LC-2019-0271289,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0275078,SIN DATO,MASCULINO,24,SIN DATO
LC-2019-0345618,SIN DATO,FEMENINO,47,SIN DATO
LC-2019-0265076,SIN DATO,MASCULINO,23,SIN DATO
LC-2019-0268392,SIN DATO,MASCULINO,30,SIN DATO
LC-2019-0268522,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0268522,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0268522,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0268821,SIN DATO,MASCULINO,34,SIN DATO
LC-2019-0269061,SIN DATO,FEMENINO,1,SIN DATO
LC-2019-0269486,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0269486,SIN DATO,FEMENINO,37,SIN DATO
LC-2019-0269595,SIN DATO,MASCULINO,36,SIN DATO
LC-2019-0269932,SIN DATO,FEMENINO,28,SIN DATO
LC-2019-0269943,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0269994,SIN DATO,MASCULINO,20,SIN DATO
LC-2019-0270132,SIN DATO,MASCULINO,24,SIN DATO
LC-2019-0270198,SIN DATO,MASCULINO,22,SIN DATO
LC-2019-0270198,SIN DATO,MASCULINO,22,SIN DATO
LC-2019-0270211,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0270291,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0270386,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0270412,SIN DATO,FEMENINO,39,SIN DATO
LC-2019-0270441,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0270441,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0270532,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0270543,SIN DATO,MASCULINO,25,SIN DATO
LC-2019-0270562,SIN DATO,MASCULINO,32,SIN DATO
LC-2019-0270570,SIN DATO,MASCULINO,45,SIN DATO
LC-2019-0270595,SIN DATO,MASCULINO,34,SIN DATO
LC-2019-0270595,SIN DATO,MASCULINO,34,SIN DATO
LC-2019-0270633,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0271066,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0271258,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0104729,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0281213,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0294489,SIN DATO,FEMENINO,38,SIN DATO
LC-2019-0270845,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0270863,SIN DATO,MASCULINO,30,SIN DATO
LC-2019-0270863,SIN DATO,FEMENINO,30,SIN DATO
LC-2019-0270915,SIN DATO,FEMENINO,34,SIN DATO
LC-2019-0271021,SIN DATO,FEMENINO,61,SIN DATO
LC-2019-0271122,SIN DATO,MASCULINO,23,SIN DATO
LC-2019-0271127,SIN DATO,FEMENINO,37,SIN DATO
LC-2019-0271157,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0271208,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0271236,SIN DATO,FEMENINO,33,SIN DATO
LC-2019-0271257,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0271537,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0271635,SIN DATO,MASCULINO,38,SIN DATO
LC-2019-0271621,SIN DATO,MASCULINO,22,SIN DATO
LC-2019-0271593,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2019-0271597,SIN DATO,FEMENINO,46,SIN DATO
LC-2019-0271654,SIN DATO,MASCULINO,27,SIN DATO
LC-2019-0271748,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0271748,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0271815,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0271854,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0271899,SIN DATO,MASCULINO,32,SIN DATO
LC-2019-0271965,SIN DATO,FEMENINO,46,SIN DATO
LC-2019-0271979,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0272124,SIN DATO,MASCULINO,28,SIN DATO
LC-2019-0272124,SIN DATO,FEMENINO,28,SIN DATO
LC-2019-0272132,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0272132,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0272132,SIN DATO,FEMENINO,2,SIN DATO
LC-2019-0272132,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0272132,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0272173,SIN DATO,FEMENINO,57,SIN DATO
LC-2019-0272290,SIN DATO,MASCULINO,44,SIN DATO
LC-2019-0272307,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0272307,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0272314,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0272506,SIN DATO,MASCULINO,76,SIN DATO
LC-2019-0272644,SIN DATO,FEMENINO,28,SIN DATO
LC-2019-0272705,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0272805,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0272849,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0272925,SIN DATO,MASCULINO,56,SIN DATO
LC-2019-0272925,SIN DATO,FEMENINO,56,SIN DATO
LC-2019-0272925,SIN DATO,MASCULINO,30,SIN DATO
LC-2019-0272951,SIN DATO,MASCULINO,26,SIN DATO
LC-2019-0272951,SIN DATO,MASCULINO,26,SIN DATO
LC-2019-0272951,SIN DATO,MASCULINO,31,SIN DATO
LC-2019-0273142,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0273474,SIN DATO,MASCULINO,24,SIN DATO
LC-2019-0273556,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0273715,SIN DATO,SIN DATO,SIN DATO,SIN DATO
LC-2019-0273822,SIN DATO,MASCULINO,29,SIN DATO
LC-2019-0273822,SIN DATO,FEMENINO,29,SIN DATO
LC-2019-0273835,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0273889,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0274076,SIN DATO,FEMENINO,80,SIN DATO
LC-2019-0274082,SIN DATO,MASCULINO,31,SIN DATO
LC-2019-0274109,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0274139,SIN DATO,MASCULINO,15,SIN DATO
LC-2019-0274139,SIN DATO,MASCULINO,15,SIN DATO
LC-2019-0274168,SIN DATO,FEMENINO,59,SIN DATO
LC-2019-0274373,SIN DATO,FEMENINO,64,SIN DATO
LC-2019-0274373,SIN DATO,MASCULINO,64,SIN DATO
LC-2019-0274374,SIN DATO,FEMENINO,71,SIN DATO
LC-2019-0274390,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0274390,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0274392,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0547716,SIN DATO,MASCULINO,28,SIN DATO
LC-2019-0277846,SIN DATO,FEMENINO,30,SIN DATO
LC-2019-0278759,SIN DATO,MASCULINO,22,SIN DATO
LC-2019-0274412,SIN DATO,MASCULINO,38,SIN DATO
LC-2019-0274967,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0275019,SIN DATO,MASCULINO,26,SIN DATO
LC-2019-0275019,SIN DATO,MASCULINO,26,SIN DATO
LC-2019-0275058,SIN DATO,MASCULINO,27,SIN DATO
LC-2019-0275157,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0275288,SIN DATO,MASCULINO,44,SIN DATO
LC-2019-0275288,SIN DATO,MASCULINO,44,SIN DATO
LC-2019-0275288,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0275382,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0275423,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0275423,SIN DATO,MASCULINO,37,SIN DATO
LC-2019-0275484,SIN DATO,FEMENINO,SIN DATO,SIN DATO
LC-2019-0275494,SIN DATO,MASCULINO,39,SIN DATO
LC-2019-0275560,SIN DATO,MASCULINO,83,SIN DATO
LC-2019-0275586,SIN DATO,FEMENINO,44,SIN DATO
